tweet,sentimen,clean_tweet
"Kasian, kalian tdk sadar dgn keadaan indonesia seperti ini, kalaian tau tidk kalau @jokowi itu boneka yg di pajang,.... Dtmbah lagi @jokowi yg memang belum bisa jadi pemimpin buktinya hancur ekonomi indonesia,...",negatif,kasi kalian tidak_sadar ada indonesia kalai tau tidk kalau jokowi boneka pajang dtmbah jokowi memang belum_jadi pimpin bukti hancur ekonomi indonesia
Prabowo : pak Jokowi...program ekonomi anda salah arah.....  Makanya #TusukPrabowoSandi,netral,prabowo pak jokowiprogram ekonomi salah arah makanya tusukprabowosandi
Bohong @sandiuno @prabowo kalau tidak mengambil gaji hanya demi sebuah ambisi politik  https://twitter.com/RealForJKW/status/1117104782362079232Â â€¦,negatif,bohong sandiuno prabowo kalau tidak_ambil gaji buah ambisi politik
"Buka PorProv Jateng, Ganjar Ingin Kepala Daerah Contoh Jokowi Hargai Atlet  #2019JokowiKyaiMaruf #RakyatApresiasiKinerjaJokowi  https://twitter.com/tag_nusantara/status/1060707183812169729/video/1Â â€¦",netral,buka porprov jateng ganjar kepala daerah contoh jokowi harga atlet jokowikyaimaruf rakyatapresiasikinerjajokowi
"Pulang dr lihat penampilan bp @prabowo dan @sandiuno ,aduh senang banget, ndak ambil gaji gitu.. MasyaAlloh...",positif,pulang lihat tampil bp prabowo sandiuno aduh senang banget ndak_ambil gaji gitu masyaalloh
"Gaji gk di ambil, tp yg di ambil uang negara dan masyarakat",netral,gaji tidak_ambil ambil uang negara masyarakat
"Bila Terpilih, Prabowo-Sandi akan Berikan Seluruh Gajinya untuk Fakir Miskin  http://dlvr.it/R2lklyÂ ",netral,bila pilih prabowosandi ikan seluruh gaji fakir miskin
"Salut sama Pak @prabowo @sandiuno dgn tdk akan mengambil gaji 1 rupiahpun apabila diberi amanah jd presiden. Rela berkorban jiwa, raga dan harta utk NKRI. Sdgkan bnyk sekali pejabat yg serakah hingga korupsi besar2an. #PrabowoSandimenang semangat @Gerindra @fadlizon @Dahnilanzar",positif,salut sama pak prabowo sandiuno tidak_ambil gaji rupiah apabila beri amanah jadi presiden rela korban jiwa raga harta nkri sdgkan banyak sekali jabat serakah hingga korupsi besar prabowosandimenang semangat gerindra fadlizon dahnilanzar
Lihat cuplikan debat semalam baru tau kalau pemerataan ekonomi bagi2 susu dan makan ke anak SD s/d SMA di tiap pagi.. salut sama pak @prabowo ðŸ‘ðŸ‘ðŸ˜¢ #17Aprilmikir2,positif,lihat cuplik debat malam baru tau kalau perata ekonomi susu makan anak sd sd sma tiap pagi salut sama pak prabowo aprilmikir
Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerja Sama Ekonomi  https://www.balinetizen.com/2019/04/14/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerja-sama-ekonomi/Â â€¦ via @Bali Netizen,netral,presiden jokowi raja salman sepakat tingkat kerja sama ekonomi via bal netizen
"Jalan tol trans Sumatera bukan Melanjutkan tapi pak Jokowi yg mulai duluan.  Ekonomi kita berkembang 5% dalam setahun, disaat ekonomi negara lain tidak berkembang bahkan minus.  Rupiah sekarang 14.300, stabil sejak zaman SBY.  Inflasi di setiap negara pasti ada. Apa lagi?",netral,jalan tol trans sumatera bukan_lanjut pak jokowi mulai duluan ekonomi kembang tahun saat ekonomi negara tidak_kembang bahkan minus rupiah sekarang stabil sejak zaman sby inflasi negara apa
"Tampangnya pengangguran gitu. mental pak ogah.. org dungu kaya gitu paling gampang di bodohin, dijanjiin hidup senang jika prabowo menang udh pasti harga mati. Emang jika wowo menang hidupnya bakal enak.. ngimpi..!",negatif,tampang anggur gitu mental pak ogah orang dungu kaya gitu paling gampang bodohin dijanjiin hidup senang prabowo menang harga mati emang wowo menang hidup bakal enak ngimpi
"Pak Prabowo dan Pak @sandiuno, anda mau membuat semua harga jd murah dan terjangkau rakyat, kebijakan sosialis macam itu udh prnah diterapakan di Venezuela pak sebelum ekonomi Venezuela akhirnya collapse dg inflasi lbh dari 500%. Populis tp serem pak efeknya.",negatif,pak prabowo pak sandiuno buat semua harga jadi murah jangkau rakyat bijak sosialis macam prnah apa venezuela pak ekonomi venezuela akhir collapse inflasi lbh populis rem pak efek
Turut mengembangkan ekonomi syariah sesuai dengan yang diamanatkanÂ Ma'ruf Amin. Aliansi Kiai Kampung Madura (Akma) siap menangkan Jokowi. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih https://news.detik.com/berita/d-4390375/dapat-dukungan-kiai-madura-maruf-harap-elektabilitas-naik?_ga=2.165283322.474562531.1548204037-255565881.1548204037Â â€¦,positif,turut kembang ekonomi syariah sesuai amanat maruf amin aliansi kiai kampung madura akma siap menang jokowi pilihorangbaik pilihjelasislamnya pilihbajuputih
Wkwkwkwkwkw....kurang sadar alias siuman lama Krn harga mahal mungkin hny dlm mimpinya realnya baru akan berakhir masa jabatannya dia baru nyadar dan baru bangun dr tidur lamanya,negatif,wkwkwkwkwkwkurang sadar alias siuman lama harga mahal mungkin hny mimpi real baru akhir masa jabat baru nyadar baru bangun tidur lama
"Pernyataan prabowo-sandi tidak mengambil gaji itu sudah pasti, contoh kecilnya saja pak sandi menjabat di dki tidak mengambil gaji sepersen pun. Bukan sebalik nya jual beli jabatan yg jarak nya 1 cm yg kemudian ketangkap karna niatnya salah dari awal.",positif,nyata prabowosandi tidak_ambil gaji contoh kecil pak sandi jabat dki tidak_ambil gaji persen bukan_balik nya jual beli jabat jarak nya cm kemudian tangkap karna niat salah awal
"Prabowo : â€œKekayaan Indonesia dikiasai oleh 1% Elite!â€  Dan dengan bangga nya dia mengakui hal yang selama ini dia koar2kan yg dia anggap merusak ekonomi / kekayaan negara!  Harusnya malu woi ! Atau emang udah gapunya mau?! #BeraniPilih02 , Auto hancur bangsa ini!",negatif,prabowo kaya indonesia dikiasai elite bangga nya aku lama koar anggap rusak ekonomi kaya negara harus malu woi emang udah gapunya beranipilih auto hancur bangsa
"Iya bener Aa, kita MANTAP kan pilihan ke Pemimpin yg bs memberi Solusi @jokowi bukan yg menyalahkan pemimpin sebelumnya @SBYudhoyono dismash sm mas Bowo, percuma koalisi klau mengantam tmn koalisi ðŸ˜‚ & yg plg penting pilih Pemimpin yg Rajin Ibadah Wajib, Bisa NGAJI & JumatanðŸ™ðŸ‘",netral,iya bener aa mantap kan pilih pimpin beri solusi jokowi bukan_salah pimpin belum_sbyudhoyono dismash sama mas bowo percuma koalisi klau mengantam tmn koalisi plg penting pilih pimpin rajin ibadah wajib ngaji jumat
Trus elo mau nudih2 yg fitnah2 dari pqk @jokowi yaa....woii...gak mikir ente hidupi kasih mkn anak binimu fan hidupi kluarga2 ente semua dari gaji uang rakyat..krja ente cuma teriak2 demi belain si bosmu tnpa mikir reputasi hasil kerja halal apa haram ente embat..!!!,negatif,terus elo nudih fitnah pqk jokowi yaawoiigak mikir ente hidup kasih mkn anak bini fan hidup kluarga ente semua gaji uang rakyatkrja ente cuma teriak bain si bos tnpa mikir reputasi hasil kerja halal apa haram ente embat
Nawacita @jokowi di nilai sangat sukuses Diantaranya mewujudkan kemandirian ekonomi dengan menggerakkan sektor2 strategis ekonomi domestik. Meningkatkan produktivitas rakyat & daya saing di pasar internasional. Sehingga Indonesia bisa maju #JokowiMenangTotalDebat,netral,nawacita jokowi nilai sangat sukuses antara wujud mandiri ekonomi gerak sektor strategis ekonomi domestik tingkat produktivitas rakyat daya saing pasar internasional indonesia maju jokowimenangtotaldebat
Pak Prabowo aja bilang kehancuran ekonomi gara2 pemimpin terdahulu. Ya hitung aja proporsional masing2 pemimpin terdahulu berkuasa berapa lama? 80% ya orde baru. Sekarang lu minta order baru lagi yg mimpin? Sehat kaw bambanggg?,negatif,pak prabowo bilang hancur ekonomi gara pimpin dahulu hitung proporsional masing pimpin dahulu kuasa berapa lama orde baru sekarang kamu minta order baru mimpin sehat kaw bambanggg
Gimana nih pa di gaji ga? @jokowi @prabowo,netral,gimana pa gaji tidak_jokowi prabowo
LOE katrok loe....tekhnologi digital sekarang mampu meraih pendapatan ekonomi yang harus diperhatikan..prabowo saja yg orang kuno....taunya elus elus ekor kuda,negatif,kamu katrok loetekhnologi digital sekarang mampu raih dapat ekonomi diperhatikanprabowo orang kunotaunya elus elus ekor kuda
PDIP punya karisma tersendiri Melindungi .mengayomi.  Menegakkan keadilan  Memberantas korupsi  Mengutamakan kepentingan umum  Memjunjung tinggi  Idiologi.Pancasila  UUD.45 .NKRI harga mati. Membangun demokrasi  Yang merata. seadil adilnya  Mendukung sepenuhnya Bpk Jokowi Amin.  https://twitter.com/subangkitz/status/1117108056637050880Â â€¦,positif,pdip punya karisma sendiri lindung ayom tegak adil berantas korupsi utama penting umum memjunjung tinggi idiologipancasila uud nkri harga mati bangun demokrasi rata adil adil dukung sepenuh bpk jokowi amin
"Capres Joko Widodo (Jokowi) menekankan pemerataan pembangunan di wilayah Indonesia. Lewat pemerataan pembangunan seperti infrastruktur, pertumbuhan ekonomi bisa meningkat di tiap wilayah.",netral,capres joko widodo jokowi tekan perata bangun wilayah indonesia lewat perata bangun infrastruktur tumbuh ekonomi tingkat tiap wilayah
"Secara ke Ilmuan sudah keliatan Pak Jkw lebih menguasai Ilmu ekonomi daripada Pak PS, akui saja gak Usah malu malu, Pak PS aja mengakui carut marut ekonomi kita karena presiden sebelum Pak Jkw ðŸ˜›ðŸ˜›ðŸ˜›ðŸ˜›ðŸ˜› #JokowiMenangTotalDebat #JokowiMenangTotalDebat pic.twitter.com/EjMeUNzw1q",positif,ilmu liat pak jkw lebih kuasa ilmu ekonomi pak ps aku gak_usah malu malu pak ps aku carut marut ekonomi presiden pak jkw jokowimenangtotaldebat jokowimenangtotaldebat pictwittercomejmeunzwq
saya setuju sama pak Prabowo bahwa kerusakan ekonomi Indonesia ini karena presiden2 sebelumnya. termasuk SBY. @AgusYudhoyono,positif,tuju sama pak prabowo rusa ekonomi indonesia presiden belum_masuk sby agusyudhoyono
"Nonton debat , saya melihat inkonsistensi pandangan antaa prabowo dan sandiaga uno ... dan tidak mampu menguasai perekonomian dengan baik, makin mantap pilih 01! #JokowiMenangTotalDebat #JokoWin17April",negatif,nonton debat lihat inkonsistensi pandang antaa prabowo sandiaga uno tidak_mampu kuasa ekonomi baik makin mantap pilih jokowimenangtotaldebat jokowinapril
Ini yang tak akan bisa dilakukan oleh Jokowi - Maruf. Mereka belum selesai dengan urusan materi.  Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih   https://m.kumparan.com/amp/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8Xjqe?__twitter_impression=trueÂ â€¦,netral,tidak_laku jokowi maruf belum_selesai urus materi prabowosandi tidak_ambil gaji peser pilih
"Jokowi, udahdeh anda jadi pelawak aja. Saya peratiin kayaknya cocok  Daripada ngurusin negara, gaji seorang pelawak bisa lebih gede dari gaji presiden looo ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",positif,jokowi udahdeh jadi lawak peratiin kayak cocok ngurusin negara gaji orang lawak lebih gede gaji presiden looo
"Jokowi mengatakan dalam 4,5 tahun terakhir ini pemerintah telah bekerja keras mendukung ekonomi digital. Ada tiga hal pokok untuk mendukung ekonomi digital tersebut. #PemerintahBekerja #IndonesiaSATU #IndonesiaMAJU pic.twitter.com/jm6fw7KJZ4",netral,jokowi kata tahun akhir perintah kerja keras dukung ekonomi digital tiga pokok dukung ekonomi digital sebut pemerintahbekerja indonesiasatu indonesiamaju pictwittercomjmfwkjz
PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  Semakin mantap pilih @jokowi. #PrabowoSalahkanSBY,positif,ps bilang debat ada ekonomi indonesia bukan_salah jokowi salah pimpin dahulu jadi gemar jangan_salah jokowi bos udah bilang bukan_salah jokowi makin mantap pilih jokowi prabowosalahkansby
"LAH EMANGNYA JOKOWI JUGA GK NGAMBIL TUNJANGAN YAH,,,, GAJIH JUGA YAH,,,, NGUTANG SE ABREK, PROYEK TOL JUGA APA GAK MENGHASILKAN UANG SAKU YAH, KAMPANYE BAGI2 DUIT ITU DARIMANA,,, KERJA NYATA EMANGNYA DUIT JOKOWI, JANGANKAN PRESIDEN GW JUGA BISA NGEBANGUN DI MANA2 DENGAN UANG",negatif,lah emang jokowi tidak_ambil tunjang yah gajih yah ngutang se abrek proyek tol apa gak_hasil uang saku yah kampanye duit darimana kerja nyata emang duit jokowi jangan_presiden ngebangun mana uang
Siap2 inflasi ekonomi kalo semua bahan dimurahin ðŸ˜‚ dikira bahan2 dimurahin adalah jawaban yg tepat?,negatif,siap inflasi ekonomi kalo semua bahan dimurahin kira bahan dimurahin jawab tepat
Ingin skill anak bangsa dihargai di negara sendiri?   17 April : âˆš Tusuk Prabowo Sandi !   #UASdifitnahKejiBalasDiTPS https://twitter.com/tuanmarajo/status/1117499727497424896Â â€¦,netral,skill anak bangsa harga negara sendiri april tusuk prabowo sandi uasdifitnahkejibalasditps
"dari data lu aja keliatan kan? di zaman jokowi cuma 2,6% tapi infrastruktur nambah dimana2..dana desa triliunan sehingga desa bergerak ekonominya..gila keren emang Indonesia di zaman Jokowi..lebih keren lagi pastinya di periode ke 2 ðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ˜Ž",positif,data kamu liat kan zaman jokowi cuma infrastruktur nambah dimanadana desa triliun desa gerak ekonominyagila keren emang indonesia zaman jokowilebih keren pasti periode
Digaji oleh rakyat bukan nya kerja yang bener malah jadi timses ðŸ˜‚,negatif,gaji rakyat bukan_nya kerja bener malah jadi timses
Harga komoditas rempah stabil dan normal kembali #2019GantiPresiden,netral,harga komoditas rempah stabil normal gantipresiden
Katanya tadi tidak akan menerima gaji jika diamanahkan menjabat. Kenapa tidak singkron dengan hal yang dilakukan diwaktu kompanye malah menerima uang dari emak-emak yang kata Bapak @prabowo dan @sandiuno tidak memiliki kecukupan ekonomi dan finansial. Akan kah termasuk #hoax02,negatif,kata tadi tidak_terima gaji amanah jabat tidak_singkron laku waktu kompanye malah terima uang emakemak kata bapak prabowo sandiuno tidak_milik cukup ekonomi finansial masuk hoax
"Ketika Prabowo bilang agar contoh Cina. Sepertinya ingin buruhnya kerja 12 jam sehari, libur cuma hari minggu. Trus gaji buruhnya ga dibayar. Seperti nasib 1.400 buruhnya yg gajinya terkatung-katung bertahun-tahun.  https://finance.detik.com/berita-ekonomi-bisnis/d-4510088/selain-kerja-12-jamhari-karyawan-jack-ma-cuma-libur-1-harimingguÂ â€¦",negatif,prabowo bilang contoh cina seperti buruh kerja jam hari libur cuma hari minggu terus gaji buruh tidak_bayar nasib buruh gaji terkatungkatung bertahuntahun
"Mertua saya, guru honorer mengabdi dr SMP ke SMA hampir 8 tahun, dengan gaji paling besar 450rb. Ikhlas, saking suka sekali dengan profesi anak bungsu nya rela di momongkan ke tetangga, semoga setlh pak @prabowo  jd presiden lbh menyantuni para guru honorer,",positif,mertua guru honorer abdi smp sma hampir tahun gaji paling besar rb ikhlas saking suka sekali profesi anak bungsu nya rela momong tetangga moga setlh pak prabowo jadi presiden lbh santun guru honorer
TGB menilai Jokowi bahwa pada Debat kemarin Jokowi kuasai soal bagaimama membangun ekonomi kreatif.  #01JokowiAmin #JokowiMenangTotalDebat @AlvinoLulu @Barna_byo @katerinaKwari https://bisnis.tempo.co/read/1195571/tgb-nilai-jokowi-menguasai-soal-ekonomi-kreatifÂ â€¦,positif,tgb nilai jokowi debat kemarin jokowi kuasa soal bagaimama bangun ekonomi kreatif jokowiamin jokowimenangtotaldebat alvinolulu barnabyo katerinakwari
"Ngerti ga istilah tadi , makanya keluar dr kolam bro.....lihat cina ekonominya maju kita hrs seperti itu ekonomi meroket bukan nyungsep....bukan ideologinya.... makanya ada istilah belajar sampai ke negeri cina.... ah iq200 sekolam!!!!",negatif,erti tidak_istilah tadi makanya keluar kolam brolihat cina ekonomi maju ekonomi roket bukan_nyungsepbukan ideologi makanya istilah ajar negeri cina ah iq kolam
"yang menyalahkan ekonomi ke arah yang salah karena presiden sebelum Jokowi #PrabowoSalahkanSBY ""Yang dimaksud mungkin presiden california kali, ya.. pic.twitter.com/5QorvAJOht",negatif,salah ekonomi arah salah presiden jokowi prabowosalahkansby maksud mungkin presiden california kali pictwittercomqorvajoht
Pemerintah @jokowi juga menyebut masa depan ekonomi Indonesia Di tangan anak-anak muda kreatif.  https://bit.ly/2UAuzkRÂ  #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,netral,perintah jokowi sebut masa depan ekonomi indonesia tangan anakanak muda kreatif pilihorangbaik pilihjelasislamnya pilihbajuputih
Walaupun usaha saya naik turun saya tidak memikirkan ekonomi melemah bagi saya tetap @jokowi my president,positif,walaupun usaha naik turun tidak_pikir ekonomi lemah tetap jokowi my president
TPS: TUSUK PRABOWO SANDI IKHLAS BERBAKTI UNTUK NKRI gaji beliau2 akan diberikan utk rakyat @prabowo @sandiuno kereeeeen.. Jadi #HoaxJkwMenangTotalDebat,positif,tps tusuk prabowo sandi ikhlas bakti nkri gaji beliau beri rakyat prabowo sandiuno kereeeeen jadi hoaxjkwmenangtotaldebat
"Pemerintah Jokowi begitu bersemangat untuk memastikan berjalannya pembangkit listrik #PLTUCilacap demi memasok aliran listrik untuk rumah tangga, industri dan ekonomi Indonesia lebih baik. #JokowiMembangun #2019PilihJokowi #JokowiOrangBaik #JokowiLagi pic.twitter.com/qBCVOeHVHG",netral,perintah jokowi semangat pasti jalan bangkit listrik pltucilacap pasok alir listrik rumah tangga industri ekonomi indonesia lebih baik jokowimembangun pilihjokowi jokowiorangbaik jokowilagi pictwittercomqbcvoehvhg
TEORI MABOK PRABOWO SANDI..   pangan dibuat MURAH...   petani dibuat MAKMUR..   gmn caranya?  Kalo dibuat MURAH harga beli di petani juga MURAH...   gmn petani jadi Makmur???   MAKMUR... ALA GEROMBOLAN NGIBUL.,negatif,teori mabok prabowo sandi pangan buat murah tani buat makmur bagaimana cara kalo buat murah harga beli tani murah bagaimana tani jadi makmur makmur ala gerombol ngibul
Pak Sandi :  -Pgn lap kerja bertambah? Tusuk Prabowo Sandi -Pgn Ekonomi maju? Tusuk prabowi sandi -pgn tagihan listrik turun? Tusuk Prabowo Sandi  Tambahan : -pgn bikin mantan sakit? Tusuk boneka santet  #AkhirnyaDebatBerakhir #DebatPilpres2019,netral,pak sandi lap kerja tambah tusuk prabowo sandi ekonomi maju tusuk prabowi sandi tagih listrik turun tusuk prabowo sandi tambah bikin mantan sakit tusuk boneka santet akhirnyadebatberakhir debatpilpres
"Dg Bangga, Membangkitkan Kembali Usaha Ekonomi Kerakyatan, #GerakanBisaKerja #GerakanHargaMurah  Dialog WiraUsaha Bersama : Bang @IndraUno & Mak @swulllll (Ketum Penggerak PEPES OKOCE) Lokasi: Muding Denpasar Titik ke 4  @PEPESOfficial @b_fjakarta @prabowo @sandiuno #PEPESbali pic.twitter.com/kpLFwoCOcs",positif,bangga bangkit usaha ekonomi rakyat gerakanbisakerja gerakanhargamurah dialog wirausaha sama bang indrauno mak swulllll tum gerak pepes okoce lokasi muding denpasar titik pepesofficial bfjakarta prabowo sandiuno pepesbali pictwittercomkplfwococs
Anak kecanduan game kok yg disalahin pemerintah. Yg salah hrsny siapa hayoo? Konteks Pak Jokowi bukan kecanduan game. Tapi mau majuin ekonomi skr buanyaakk banget alternatif bidang usahanya. Harusnya walaupun udah emak2 pemahaman konteks n wawasannya tetep dijaga ya Bu..,negatif,anak candu game kok disalahin perintah salah hrsny siapa hayoo konteks pak jokowi bukan_candu game majuin ekonomi skr buanyaakk banget alternatif bidang usaha harus walaupun udah emak paham konteks n wawas tetep jaga bu
"Saham sdh dijual,aset banyak berkurang & sekarang tidak akan menerima gaji...????hmmmmm.... Mau korupsi yg g seberapa...???",negatif,saham dijualaset banyak kurang_sekarang tidak_terima gajihmmmmm korupsi g berapa
Dengan niat yang tulus kami relawan di daerah siap menangkan Jokowi-Amin dan menjadikan moment di #MulaiPutihkanGBK sebagai tragedi yang paling berharga bagi bangsa dan Negara. #2019BaliJOIN #2019TetapJokowi,positif,niat tulus rawan daerah siap menang jokowiamin jadi moment mulaiputihkangbk tragedi paling harga bangsa negara balijoin tetapjokowi
"Semua sudah ada NJOP nya,jadi kalau ngeyel harga nya ditinggiin,ya itu salah yg minta lah!!!",negatif,semua njop nyajadi kalau ngeyel harga nya tinggi salah minta lah
Iye gaji gak diambil... proyek dikuasain kroni..trus kroninya njamin kebutuhan hidup situ dan keluarga.. cuman maen kata2 doang... pemilu depan rakyat planga plongo dijadiin senjata lagi,negatif,iye gaji gak_ambil proyek dikuasain kronitrus kroni njamin butuh hidup situ keluarga cuman maen kata milu depan rakyat planga plongo dijadiin senjata
"Rangkuman #DebatFinalPilpres2019 semalam.   https://twitter.com/BBCIndonesia/status/1117052525558026240?s=19Â â€¦  Seru juga. Pak Jokowi tampak lelah setelah orasi sore. Pak Kyai masih AFK. Pak Prabowo ga ada perubahan. Tapi bang Sandi gile, menggebu-gebu dgn ilmu ekonomi nya.  Nice fight from both sides.",positif,rangkum debatfinalpilpres malam seru pak jokowi tampak lelah orasi sore pak kyai afk pak prabowo tidak_ubah bang sandi gile menggebugebu ilmu ekonomi nya nice fight from both sides
Fadli Zon: Prabowo Hanya Ingatkan Ekonomi Indonesia Harus Berpijak ke Pasal 33 UUD 45 #indonesia #merahputih #sunday #minggusyantai https://merahputih.com/post/read/fadli-zon-prabowo-hanya-ingatkan-ekonomi-indonesia-harus-berpijak-ke-pasal-33-uud-45Â â€¦,netral,fadli zon prabowo ingat ekonomi indonesia pijak pasal uud indonesia merahputih sunday minggusyantai
"Fyi gaes...Jokowi bangunkan SPBU pertama setelag 71 tahun di Kabupaten Puncak Jaya Papua dengan harga yang semula 50ribu/liter, menjadi 6500/liter.Â  http://beritahati.com/berita/38106/Warga-Puncak-Papua-Era-Jokowi-harga-BBM-di-Papua-sama-dengan-pulau-JawaÂ â€¦Â #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",positif,fyi gaesjokowi bangun spbu pertama setelag tahun kabupaten puncak jaya papua harga mula ribuliter jadi liter pilihorangbaik pilihjelasislamnya pilihbajuputih
Prabowo Dinilai Tak Mengerti Sejarah Ekonomi Bangsa  http://dlvr.it/R2nCdpÂ  pic.twitter.com/3XUCD4SGwb,negatif,prabowo nilai tidak_erti sejarah ekonomi bangsa pictwittercomxucdsgwb
Gaji mah kecil tapi fasilitas dan tunjangan lain-lain mah buat siape...yg bener aje...,negatif,gaji mah kecil fasilitas tunjang lainlain mah buat siapeyg bener aje
"Ini masa tenang kok masih sebar Hoax mas?, akhir SBY itu pertumbuhan ekonomi kita masih 5.02 persen, sebelum dibikin anjlok jd 4 persenan  di 2015 oleh Jokowi!!  pic.twitter.com/Dfq71jE3kC",negatif,masa tenang kok sebar hoax mas akhir sby tumbuh ekonomi persen bikin anjlok jadi persen jokowi pictwittercomdfqjekc
Akui kekurangan ya. Akui prabowo dulu kristen. Sekarang mualaf. Ibunya kristen. Hashim kristen. Gak bisa sholat. Wudhu gerakan salah. Gak bisa ngaji. Dipecat dari TNI. 1% dari elit bajingan.,negatif,aku kurang_aku prabowo dulu kristen sekarang mualaf ibu kristen hashim kristen gak_sholat wudhu gera salah gak_ngaji pecat tni elit bajing
Prabowo-Sandi Ingin Bumn Jadi Penyangga Ekonomi Rakyat #debatkelima #debatterakhircapres2019  https://gerbang.co.id/prabowo-sandi-ingin-bumn-jadi-penyangga-ekonomi-rakyat/Â â€¦ pic.twitter.com/kF8MCwh47t,netral,prabowosandi bumn jadi sangga ekonomi rakyat debatkelima debatterakhircapres pictwittercomkfmcwht
"Kalo dekat"" hari H biasanya harga tiketnya turun",netral,kalo dekat hari h biasa harga tiket turun
"Hanya di era Pak Jokowi, harga BBM di Papua sama dengan harga di Jawa. #01IndonesiaMaju #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih",netral,era pak jokowi harga bbm papua sama harga jawa indonesiamaju pilihorangbaik pilihjelasislamnya pilihbajuputih
Komitmen Prabowo sandi tidak mengambil gaji begitu terpilih jadi presiden  ini membuktikan bahwa Prabowo sandi ikhlas untuk negri ini tidak untuk memperkaya diri sendiri,netral,komitmen prabowo sandi tidak_ambil gaji pilih jadi presiden bukti prabowo sandi ikhlas negeri tidak_kaya diri sendiri
"Apa yang akan bapak Prabowo lakukan dalam rangka pengembangan ekonomi digital, dalam hal ini pengembangan E-sport, Mobile Legend ke depan,",netral,apa bapak prabowo laku rangka kembang ekonomi digital kembang esport mobile legend depan
Gaji mah ga seberapa. Yg penting cegah dan berantas korupsi. Mau ga cegah dan berantas korupsi kolusi nepotisme ? Ini yg jadi pertanyaan masyarakat.  Sekarang ini baru Jokowi dan Ahok yg sangat dipercaya masyarakat utk kemauan dan keberanian berantas Korupsi Kolusi Nepotisme.,negatif,gaji mah tidak_berapa penting cegah berantas korupsi tidak_cegah berantas korupsi kolusi nepotisme jadi tanya masyarakat sekarang baru jokowi ahok sangat percaya masyarakat mau berani berantas korupsi kolusi nepotisme
"Nge hack punya profesor saididu? dibayar jokowi ya? Tujuannya apa sih? Ilmu digunakan ke hal yg positif lebih berharga. akun orang, gak perlu kau handle.  @jokowi @Jokowi_Amin @JokowiCentre pekerjaan ini apa ya namanya? Fitnah atau hoax?",negatif,nge hack punya profesor saididu bayar jokowi tuju apa sih ilmu guna positif lebih harga akun orang gak_perlu kau handle jokowi jokowiamin jokowicentre kerja apa nama fitnah hoax
Gaji karyawan yang terkatung-katung apa kabar?,negatif,gaji karyawan terkatungkatung apa kabar
"setuju. bang sandi emg paham betul soal ekonomi, Pak Prabowo paham betul masalah Pertahanan dan Keamanan. PAS pokoknya",positif,tuju bang sandi emg paham betul soal ekonomi pak prabowo paham betul masalah tahan aman pas pokok
Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih Menjadi Presiden  http://bit.ly/2UZNZiDÂ ,netral,prabowosandi tidak_ambil gaji peser pilih jadi presiden
Ayo @KPU_ID @KPU_RI segera usut kalian di gaji oleh rakyat...,netral,ayo kpuid kpuri segera usut kalian gaji rakyat
"Gaji boleh ga diambil tp nanti semua perusahaan pribadi untungny berkali2 lipat, mau bikin ap di mudahin ala2 orba kali yah. Sekeluarga jadi kaya melintir.",negatif,gaji tidak_ambil semua usaha pribadi untungny kali lipat bikin ap mudahin ala orba kali yah keluarga jadi kaya melintir
"Arsul menyebut, Jokowi akan menyampaikan kejutan saat pemaparan mengenai isu ekonomi. Namun Sekjen PPP itu tidak memberikan detailnya. Ia mengatakan kejutan itu akan keluar tergantung dari pertanyaan saat debat berlangsung. #JokowiMenangTotalDebat",netral,arsul sebut jokowi sampai kejut papar kena isu ekonomi sekjen ppp tidak_beri detail kata kejut keluar gantung tanya debat langsung jokowimenangtotaldebat
"Pak @prabowo & Pak @sandiuno  tidak akan ambil gaji. Lah si jae disuruh cuti aja OGAH, PAKE FASILITAS NEGARA LAGI #BeraniPilih02 #BeraniPilih02",negatif,pak prabowo pak sandiuno tidak_ambil gaji lah si jae suruh cuti ogah pake fasilitas negara beranipilih beranipilih
Cadasss bgt deh bang... Gak ambil gaji dan fokus utk mensejahterakan rakyat.. salut bang.. Allah SWT senantiasa merahmatimu bang..  Dari (remah2) ASN ...,positif,cadasss banget deh bang gak_ambil gaji fokus sejahtera rakyat salut bang allah swt senantiasa rahmat bang remah asn
